time,latitude,longitude,track_ids
2015-06-05 12:52:03,-10.942581,-37.045746,38017
2015-06-05 12:52:11,-10.942581,-37.045746,38017
2015-06-05 12:52:17,-10.942582,-37.045746,38017
2015-06-05 12:52:25,-10.942582,-37.045746,38017
2015-06-05 12:52:31,-10.942582,-37.045746,38017
2015-06-05 12:52:38,-10.942581,-37.045746,38017
2015-06-05 12:52:47,-10.942582,-37.045746,38017
2015-06-05 12:52:53,-10.942581,-37.045746,38017
2015-06-05 12:53:01,-10.942581,-37.045746,38017
2015-06-05 12:53:06,-10.942581,-37.045746,38017
2015-06-05 12:53:12,-10.942581,-37.045746,38017
2015-06-05 12:53:18,-10.942581,-37.045746,38017
2015-06-05 12:53:23,-10.942581,-37.045746,38017
2015-06-05 12:53:30,-10.942581,-37.045746,38017
2015-06-05 12:53:35,-10.942581,-37.045746,38017
2015-06-05 12:53:44,-10.942581,-37.045746,38017
2015-06-05 12:53:52,-10.942581,-37.045742,38017
2015-06-05 12:54:05,-10.942581,-37.045746,38017
2015-06-05 12:54:14,-10.942581,-37.045746,38017
2015-06-05 12:54:23,-10.942581,-37.045746,38017
2015-06-05 12:54:29,-10.942581,-37.045746,38017
2015-06-09 04:11:43,-10.942585,-37.045753,38019
2015-06-09 04:11:49,-10.942586,-37.045753,38019
2015-06-09 04:11:58,-10.942586,-37.045757,38019
2015-06-09 04:12:09,-10.942585,-37.045753,38019
2015-06-09 04:12:16,-10.942585,-37.045753,38019
2015-06-09 04:12:21,-10.942586,-37.045757,38019
2015-06-09 04:12:27,-10.942586,-37.045753,38019
2015-06-09 04:12:33,-10.942585,-37.045753,38019
2015-06-09 04:12:38,-10.942585,-37.045753,38019
2015-06-09 04:12:46,-10.942585,-37.045757,38019
2015-06-09 04:12:53,-10.942585,-37.045757,38019
2015-06-09 04:12:58,-10.942584,-37.045757,38019
2015-06-09 04:13:04,-10.942585,-37.045753,38019
2015-06-09 04:13:09,-10.942585,-37.045753,38019
2015-06-09 04:13:15,-10.942585,-37.045753,38019
2015-06-09 04:13:23,-10.942583,-37.045757,38019
2015-06-09 04:13:28,-10.942585,-37.045753,38019
2015-06-09 04:13:33,-10.942585,-37.045753,38019
2015-06-09 04:13:38,-10.942585,-37.045753,38019
2015-06-09 04:13:45,-10.942585,-37.045753,38019
2015-06-09 04:13:50,-10.942585,-37.045753,38019
2015-06-09 04:13:56,-10.942583,-37.045753,38019
2015-06-09 04:14:02,-10.942585,-37.045753,38019
2015-06-09 04:14:09,-10.942585,-37.045753,38019
2015-06-09 04:14:15,-10.942584,-37.045753,38019
2015-06-09 04:14:20,-10.942584,-37.045753,38019
2015-06-09 04:14:28,-10.942584,-37.045753,38019
2015-06-09 04:14:34,-10.942584,-37.045753,38019
2015-06-09 04:14:40,-10.942585,-37.045753,38019
2015-06-09 04:14:49,-10.942584,-37.045753,38019
2015-06-09 04:14:58,-10.942584,-37.045753,38019
2015-06-09 04:15:05,-10.942584,-37.045753,38019
2015-06-09 04:15:12,-10.942584,-37.045753,38019
2015-06-09 04:15:21,-10.942584,-37.045753,38019
2015-06-09 04:15:30,-10.942584,-37.045753,38019
2015-06-09 04:15:35,-10.942583,-37.045753,38019
2015-06-09 04:15:40,-10.942584,-37.045753,38019
2015-06-09 04:15:46,-10.942583,-37.045753,38019
2015-06-09 04:15:54,-10.942583,-37.045753,38019
2015-06-09 04:16:00,-10.942583,-37.045753,38019
2015-06-10 13:55:55,-10.942584,-37.045753,38020
2015-06-10 13:55:55,-10.942581,-37.045746,38021
2015-06-10 13:56:01,-10.942581,-37.045746,38020
2015-06-10 13:56:01,-10.942581,-37.045746,38021
2015-06-10 13:56:09,-10.942581,-37.045746,38020
2015-06-10 13:56:09,-10.942581,-37.045746,38021
2015-06-10 13:56:17,-10.942579,-37.045746,38020
2015-06-10 13:56:17,-10.94258,-37.045746,38021
2015-06-10 13:56:25,-10.942581,-37.045746,38020
2015-06-10 13:56:25,-10.942581,-37.045746,38021
2015-06-10 13:56:30,-10.942581,-37.045746,38020
2015-06-10 13:56:30,-10.942581,-37.045742,38021
2015-06-10 13:56:37,-10.94258,-37.045746,38020
2015-06-10 13:56:37,-10.94258,-37.045746,38021
2015-06-10 13:56:45,-10.94258,-37.045746,38020
2015-06-10 13:56:45,-10.942581,-37.045746,38021
2015-06-10 13:56:52,-10.94258,-37.045742,38020
2015-06-10 13:56:52,-10.942581,-37.045742,38021
2015-06-10 13:56:59,-10.942581,-37.045742,38020
2015-06-10 13:56:59,-10.94258,-37.045746,38021
2015-06-10 13:57:04,-10.942581,-37.045742,38020
2015-06-10 13:57:04,-10.94258,-37.045742,38021
2015-06-10 13:57:10,-10.94258,-37.045742,38020
2015-06-10 13:57:10,-10.942581,-37.045746,38021
2015-06-10 13:57:15,-10.942581,-37.045742,38020
2015-06-10 13:57:15,-10.94258,-37.045742,38021
2015-06-10 13:57:23,-10.94258,-37.045742,38020
2015-06-10 13:57:23,-10.94258,-37.045746,38021
2015-06-10 13:57:28,-10.942579,-37.045746,38020
2015-06-10 13:57:28,-10.94258,-37.045742,38021
2015-06-10 13:57:33,-10.94258,-37.045742,38020
2015-06-10 13:57:33,-10.942579,-37.045742,38021
2015-06-10 13:57:40,-10.942579,-37.045742,38020
2015-06-10 13:57:40,-10.94258,-37.045742,38021
2015-06-10 13:57:45,-10.94258,-37.045742,38020
2015-06-10 13:57:45,-10.942579,-37.045742,38021
2015-06-10 13:57:51,-10.942579,-37.045742,38020
2015-06-10 13:57:51,-10.942579,-37.045742,38021
2015-06-10 13:57:58,-10.942579,-37.045742,38020
2015-06-10 13:57:58,-10.942579,-37.04574,38021
2015-06-10 13:58:08,-10.942577,-37.04573,38020
2015-06-10 13:58:08,-10.942577,-37.04573,38021
2015-06-10 13:58:15,-10.942578,-37.045734,38021
2015-06-10 13:58:15,-10.942578,-37.045734,38020
2015-06-10 13:58:25,-10.942578,-37.045734,38021
2015-06-10 13:58:25,-10.942577,-37.045734,38020
2015-06-10 13:58:30,-10.942578,-37.04573,38021
2015-06-10 13:58:30,-10.942578,-37.04573,38020
2015-06-10 13:58:38,-10.942578,-37.04573,38021
2015-06-10 13:58:38,-10.942578,-37.04573,38020
2015-06-10 13:58:44,-10.942577,-37.04573,38021
2015-06-10 13:58:44,-10.942578,-37.04573,38020
2015-06-10 13:58:52,-10.942578,-37.045734,38021
2015-06-10 13:58:52,-10.942577,-37.04573,38020
2015-06-10 13:59:02,-10.942577,-37.04573,38021
2015-06-10 13:59:02,-10.942578,-37.04573,38020
2015-06-10 13:59:07,-10.942577,-37.04573,38021
2015-06-10 13:59:07,-10.942577,-37.04573,38020
2015-06-10 13:59:16,-10.942577,-37.04573,38021
2015-06-10 13:59:16,-10.942578,-37.04573,38020
2015-06-10 13:59:21,-10.942579,-37.04573,38021
2015-06-10 13:59:21,-10.942577,-37.04573,38020
2015-06-10 13:59:26,-10.942577,-37.04573,38021
2015-06-10 13:59:26,-10.942577,-37.04573,38020
2015-06-10 13:59:31,-10.942577,-37.04573,38021
2015-06-10 13:59:31,-10.942577,-37.04573,38020
2015-06-10 13:59:37,-10.942577,-37.04573,38021
2015-06-10 13:59:37,-10.942577,-37.04573,38020
2015-06-10 13:59:42,-10.942577,-37.045734,38021
2015-06-10 13:59:42,-10.942577,-37.045734,38020
2015-06-10 13:59:48,-10.942578,-37.04573,38021
2015-06-10 13:59:48,-10.942577,-37.04573,38020
2015-06-10 13:59:53,-10.942578,-37.045734,38021
2015-06-10 13:59:53,-10.942578,-37.045734,38020
2015-06-10 13:59:59,-10.942578,-37.04573,38021
2015-06-10 13:59:59,-10.942577,-37.045734,38020
2015-06-10 14:00:05,-10.942577,-37.04573,38021
2015-06-10 14:00:05,-10.942577,-37.04573,38020
2015-06-10 14:00:10,-10.942577,-37.04573,38021
2015-06-10 14:00:10,-10.942577,-37.04573,38020
2015-06-17 15:00:10,-10.942577,-37.04573,38022
2015-06-17 15:00:21,-10.942577,-37.04573,38022
2015-06-17 15:00:32,-10.942577,-37.04573,38022
2015-06-17 15:00:42,-10.942578,-37.045734,38022
2015-06-17 15:00:55,-10.942577,-37.04573,38022
2015-06-17 15:01:07,-10.942578,-37.04573,38022
2015-06-17 15:01:20,-10.942577,-37.04573,38022
2015-06-17 15:01:31,-10.942578,-37.04573,38022
2015-06-17 15:01:41,-10.942577,-37.04573,38022
2015-06-17 15:01:51,-10.942578,-37.04573,38022
2015-06-17 15:02:05,-10.942577,-37.045734,38022
2015-06-17 15:02:16,-10.942578,-37.045734,38022
2015-06-17 15:02:29,-10.942578,-37.04573,38022
2015-06-17 15:02:43,-10.942578,-37.04573,38022
2015-06-17 15:02:54,-10.942578,-37.045734,38022
2015-06-17 15:03:04,-10.942578,-37.04573,38022
2015-06-17 15:03:18,-10.942577,-37.04573,38022
2015-06-17 15:03:28,-10.942578,-37.04573,38022
2015-06-17 15:03:42,-10.942577,-37.04573,38022
2015-06-17 15:03:54,-10.942577,-37.04573,38022
2015-06-17 15:04:04,-10.942578,-37.04573,38022
2015-06-17 15:04:18,-10.942577,-37.04573,38022
2015-06-17 15:04:35,-10.942578,-37.04573,38022
2015-06-17 15:04:48,-10.942577,-37.04573,38022
2015-06-17 15:05:00,-10.942578,-37.045734,38022
2015-06-17 15:05:21,-10.942578,-37.045734,38022
2015-06-17 15:05:32,-10.942578,-37.04573,38022
2015-06-17 15:05:45,-10.942578,-37.04573,38022
2015-06-17 15:05:55,-10.942578,-37.045734,38022
2015-06-17 15:06:06,-10.942578,-37.045734,38022
2015-06-17 15:06:27,-10.942578,-37.045734,38022
2015-06-17 15:06:38,-10.942578,-37.045734,38022
2015-06-17 15:06:51,-10.942579,-37.045734,38022
2015-06-17 15:07:02,-10.942579,-37.04573,38022
2015-06-17 15:07:15,-10.942578,-37.04573,38022
2015-06-17 15:07:27,-10.942578,-37.04573,38022
2015-06-17 15:07:39,-10.942579,-37.04573,38022
2015-06-17 15:07:54,-10.942578,-37.04573,38022
2015-06-17 15:08:10,-10.942578,-37.04573,38022
2015-06-17 15:08:22,-10.942578,-37.045734,38022
2015-06-22 09:54:01,-10.942578,-37.04573,38024
2015-06-22 09:54:14,-10.942581,-37.04574,38024
2015-06-22 09:54:24,-10.942581,-37.045742,38024
2015-06-22 09:54:40,-10.942581,-37.045742,38024
2015-06-22 09:54:51,-10.942581,-37.045746,38024
2015-06-22 09:55:01,-10.942581,-37.045746,38024
2015-06-22 09:55:11,-10.942581,-37.045746,38024
2015-06-22 09:55:21,-10.942581,-37.045742,38024
2015-06-22 09:55:31,-10.942581,-37.045746,38024
2015-06-22 09:55:45,-10.942581,-37.045746,38024
2015-06-22 09:55:56,-10.942581,-37.045746,38024
2015-06-22 09:56:10,-10.942581,-37.045746,38024
2015-06-22 09:56:26,-10.942582,-37.045746,38024
2015-06-22 09:56:38,-10.942581,-37.045746,38024
2015-06-22 09:59:32,-10.942583,-37.045746,38024
2015-06-22 09:59:44,-10.942582,-37.045746,38024
2015-06-22 09:59:57,-10.942582,-37.045746,38024
2015-06-22 10:00:10,-10.942581,-37.045746,38024
2015-06-22 10:00:20,-10.942581,-37.045746,38024
2015-06-22 10:00:30,-10.942582,-37.045746,38024
2015-06-22 10:00:41,-10.942581,-37.045746,38024
2015-06-22 10:00:54,-10.942581,-37.045746,38024
2015-06-22 10:01:11,-10.942581,-37.045746,38024
2015-06-22 10:01:23,-10.942583,-37.045746,38024
2015-06-22 10:01:34,-10.942581,-37.045746,38024
2015-06-22 10:01:47,-10.942582,-37.045746,38024
2015-06-22 10:01:57,-10.942581,-37.045746,38024
2015-06-22 10:02:09,-10.942581,-37.045746,38024
2015-06-22 10:02:19,-10.942582,-37.045746,38024
2015-06-22 10:02:29,-10.942581,-37.045746,38024
2015-06-22 10:02:40,-10.942582,-37.045746,38024
2015-06-22 10:02:51,-10.942583,-37.045746,38024
2015-06-22 10:03:05,-10.942582,-37.045746,38024
2015-06-22 10:03:15,-10.942583,-37.045746,38024
2015-06-22 10:03:27,-10.942583,-37.045746,38024
2015-06-22 10:03:53,-10.942582,-37.045746,38024
2015-06-22 10:04:53,-10.942582,-37.045746,38024
2015-06-22 10:05:19,-10.942583,-37.045746,38024
2015-06-22 10:05:30,-10.942582,-37.045746,38024
2015-06-22 10:05:43,-10.942582,-37.045746,38024
2015-07-23 09:11:47,-10.942583,-37.045757,38031
2015-07-23 09:11:57,-10.942581,-37.045746,38031
2015-07-23 09:12:09,-10.94258,-37.045746,38031
2015-07-23 09:12:20,-10.942581,-37.045746,38031
2015-07-23 09:12:30,-10.942581,-37.045746,38031
2015-07-23 09:12:42,-10.94258,-37.045746,38031
2015-07-23 09:12:54,-10.942581,-37.045746,38031
2015-07-23 09:13:04,-10.942581,-37.045746,38031
2015-07-23 09:13:15,-10.942583,-37.045746,38031
2015-07-23 09:13:25,-10.942582,-37.045746,38031
2015-07-23 09:13:36,-10.942583,-37.045746,38031
2015-07-23 09:13:46,-10.942582,-37.045746,38031
2015-07-23 09:13:59,-10.942583,-37.045746,38031
2015-07-23 09:14:10,-10.942583,-37.045746,38031
2015-07-23 09:14:20,-10.942582,-37.045746,38031
2015-07-23 09:14:33,-10.942581,-37.045746,38031
2015-07-23 09:14:45,-10.942582,-37.045746,38031
2015-07-23 09:14:58,-10.942582,-37.045746,38031
2015-07-23 09:15:08,-10.942583,-37.04575,38031
2015-07-23 09:15:19,-10.942582,-37.04575,38031
2015-07-23 09:15:29,-10.942583,-37.04575,38031
2015-07-23 09:15:41,-10.942582,-37.04575,38031
2015-07-23 09:15:51,-10.942581,-37.045746,38031
2015-07-23 09:16:01,-10.942583,-37.04575,38031
2015-07-23 09:17:17,-10.942583,-37.04575,38031
2015-07-23 09:17:27,-10.942583,-37.04575,38031
2015-07-23 09:17:43,-10.942583,-37.04575,38031
2015-07-23 09:17:55,-10.942583,-37.04575,38031
2015-07-23 09:18:05,-10.942583,-37.04575,38031
2015-07-23 09:18:17,-10.942583,-37.04575,38031
2015-07-23 09:18:27,-10.942583,-37.04575,38031
2015-07-23 09:18:41,-10.942583,-37.045746,38031
2015-07-23 09:18:56,-10.942583,-37.04575,38031
2015-07-23 09:19:06,-10.942583,-37.045746,38031
2015-07-23 09:19:19,-10.942583,-37.04575,38031
2015-07-23 09:19:32,-10.942583,-37.04575,38031
2015-07-23 09:19:46,-10.942583,-37.04575,38031
2015-07-23 09:19:57,-10.942583,-37.045746,38031
2015-07-23 09:20:10,-10.942583,-37.04575,38031
2015-07-23 09:20:22,-10.942583,-37.045746,38031
2015-11-21 08:00:25,-10.942579,-37.04574,38072
2015-11-21 08:00:38,-10.94258,-37.04574,38072
2015-11-21 08:00:46,-10.94258,-37.045742,38072
2015-11-21 08:00:52,-10.942579,-37.045742,38072
2015-11-21 08:01:03,-10.94258,-37.045742,38072
2015-11-21 08:01:08,-10.94258,-37.045742,38072
2015-11-21 08:01:14,-10.94258,-37.045742,38072
2015-11-21 08:01:19,-10.942579,-37.045742,38072
2015-11-21 08:01:26,-10.942579,-37.045742,38072
2015-11-21 08:01:35,-10.94258,-37.045742,38072
2015-11-21 08:01:42,-10.94258,-37.045742,38072
2015-11-21 08:01:51,-10.94258,-37.045742,38072
2015-11-21 08:01:56,-10.942581,-37.045742,38072
2015-11-21 08:02:01,-10.94258,-37.045742,38072
2015-11-21 08:02:08,-10.94258,-37.04574,38072
2015-11-21 08:02:13,-10.94258,-37.045742,38072
2015-11-21 08:02:20,-10.94258,-37.045742,38072
2015-11-21 08:02:25,-10.94258,-37.04574,38072
2015-11-21 08:02:31,-10.94258,-37.04574,38072
2015-11-21 08:02:39,-10.94258,-37.045742,38072
2015-11-21 08:02:45,-10.94258,-37.04574,38072
2015-11-21 08:02:52,-10.942579,-37.045742,38072
2015-11-21 08:02:57,-10.94258,-37.045742,38072
2015-11-21 08:03:03,-10.942579,-37.045742,38072
2015-11-21 08:03:10,-10.94258,-37.045742,38072
2015-11-21 08:03:19,-10.942579,-37.045742,38072
2015-11-21 08:03:24,-10.94258,-37.045742,38072
2015-11-21 08:03:31,-10.942579,-37.045742,38072
2015-11-21 08:03:38,-10.942579,-37.045742,38072
2015-11-21 08:03:43,-10.94258,-37.04574,38072
2015-11-21 08:03:50,-10.942581,-37.04574,38072
2015-11-21 08:03:56,-10.94258,-37.04574,38072
2015-11-21 08:04:05,-10.94258,-37.04574,38072
2015-11-21 08:04:10,-10.942579,-37.045742,38072
2015-11-21 08:04:16,-10.942579,-37.045742,38072
2015-11-21 08:04:22,-10.942581,-37.045742,38072
2015-11-21 08:04:27,-10.94258,-37.045742,38072
2015-11-21 08:04:34,-10.942581,-37.045742,38072
2015-11-21 08:04:40,-10.942581,-37.045742,38072
2015-11-21 08:04:46,-10.942581,-37.045742,38072
2015-11-21 12:03:43,-10.942581,-37.045746,38073
2015-11-21 12:03:48,-10.942582,-37.04575,38073
2015-11-21 12:03:54,-10.942582,-37.045746,38073
2015-11-21 12:04:00,-10.942582,-37.045746,38073
2015-11-21 12:04:07,-10.942583,-37.045746,38073
2015-11-21 12:04:21,-10.942582,-37.04575,38073
2015-11-21 12:04:27,-10.942582,-37.04575,38073
2015-11-21 12:04:33,-10.942582,-37.045746,38073
2015-11-21 12:04:40,-10.942582,-37.045746,38073
2015-11-21 12:04:45,-10.942582,-37.04575,38073
2015-11-21 12:04:51,-10.942583,-37.04575,38073
2015-11-21 12:05:01,-10.942583,-37.04575,38073
2015-11-21 12:05:09,-10.942583,-37.04575,38073
2015-11-21 12:05:14,-10.942583,-37.045746,38073
2015-11-21 12:05:20,-10.942583,-37.045746,38073
2015-11-21 12:05:26,-10.942583,-37.04575,38073
2015-11-21 12:05:33,-10.942583,-37.04575,38073
2015-11-21 12:05:41,-10.942583,-37.04575,38073
2015-11-21 12:05:47,-10.942583,-37.04575,38073
2015-11-21 12:05:57,-10.942583,-37.04575,38073
2015-11-21 12:06:02,-10.942583,-37.04575,38073
2015-11-21 12:06:08,-10.942583,-37.04575,38073
2015-11-21 12:06:14,-10.942583,-37.045746,38073
2015-11-21 12:06:22,-10.942583,-37.04575,38073
2015-11-21 12:06:30,-10.942583,-37.04575,38073
2015-11-21 12:06:36,-10.942583,-37.04575,38073
2015-11-21 12:06:41,-10.942583,-37.04575,38073
2015-11-21 12:06:49,-10.942583,-37.04575,38073
2015-11-21 12:06:56,-10.942583,-37.04575,38073
2015-11-21 12:07:02,-10.942583,-37.04575,38073
2015-11-21 12:07:09,-10.942583,-37.04575,38073
2015-11-21 12:07:14,-10.942583,-37.04575,38073
2015-11-21 12:07:25,-10.942583,-37.04575,38073
2015-11-21 12:07:32,-10.942583,-37.04575,38073
2015-11-21 12:07:39,-10.942583,-37.045753,38073
2015-11-21 12:07:53,-10.942583,-37.045753,38073
2015-11-21 12:08:00,-10.942583,-37.045753,38073
2015-11-21 12:08:09,-10.942583,-37.045753,38073
2015-11-21 12:08:19,-10.942583,-37.045753,38073
2015-11-21 12:08:29,-10.942583,-37.045753,38073
2015-11-21 13:04:52,-10.942584,-37.045753,38074
2015-11-21 13:05:02,-10.942581,-37.045746,38074
2015-11-21 13:05:08,-10.942582,-37.045746,38074
2015-11-21 13:05:21,-10.942581,-37.045746,38074
2015-11-21 13:05:28,-10.942582,-37.045746,38074
2015-11-21 13:05:34,-10.942582,-37.045746,38074
2015-11-21 13:05:45,-10.942582,-37.04575,38074
2015-11-21 13:05:50,-10.942582,-37.045746,38074
2015-11-21 13:05:55,-10.942581,-37.045746,38074
2015-11-21 13:06:01,-10.942581,-37.045746,38074
2015-11-21 13:06:07,-10.942583,-37.045746,38074
2015-11-21 13:06:15,-10.942583,-37.045746,38074
2015-11-21 13:06:20,-10.942582,-37.045746,38074
2015-11-21 13:06:25,-10.942583,-37.04575,38074
2015-11-21 13:06:30,-10.942583,-37.04575,38074
2015-11-21 13:06:36,-10.942582,-37.04575,38074
2015-11-21 13:06:44,-10.942582,-37.04575,38074
2015-11-21 13:06:49,-10.942583,-37.04575,38074
2015-11-21 13:06:57,-10.942582,-37.04575,38074
2015-11-21 13:07:06,-10.942582,-37.04575,38074
2015-11-21 13:07:18,-10.942582,-37.045746,38074
2015-11-21 13:07:25,-10.942583,-37.045746,38074
2015-11-21 13:07:30,-10.942583,-37.04575,38074
2015-11-21 13:07:36,-10.942582,-37.04575,38074
2015-11-21 13:07:43,-10.942583,-37.045746,38074
2015-11-21 13:07:50,-10.942583,-37.04575,38074
2015-11-21 13:07:55,-10.942583,-37.04575,38074
2015-11-21 13:08:02,-10.942583,-37.04575,38074
2015-11-21 13:08:10,-10.942583,-37.04575,38074
2015-11-21 13:08:21,-10.942583,-37.04575,38074
2015-11-21 13:08:31,-10.942582,-37.04575,38074
2015-11-21 13:08:39,-10.942583,-37.04575,38074
2015-11-21 13:08:45,-10.942583,-37.04575,38074
2015-11-21 13:08:51,-10.942583,-37.04575,38074
2015-11-21 13:08:57,-10.942582,-37.045753,38074
2015-11-21 13:09:05,-10.942582,-37.04575,38074
2015-11-21 13:09:12,-10.942583,-37.045753,38074
2015-11-21 13:09:17,-10.942583,-37.04575,38074
2015-11-21 13:09:24,-10.942583,-37.045753,38074
2015-11-21 13:09:30,-10.942582,-37.045753,38074
2015-11-21 14:50:36,-10.942581,-37.045742,38075
2015-11-21 14:50:41,-10.942583,-37.045746,38075
2015-11-21 14:50:53,-10.942583,-37.04575,38075
2015-11-21 14:50:59,-10.942583,-37.04575,38075
2015-11-21 14:51:07,-10.942583,-37.04575,38075
2015-11-21 14:51:15,-10.942582,-37.04575,38075
2015-11-21 14:51:26,-10.942583,-37.045753,38075
2015-11-21 14:51:33,-10.942583,-37.045753,38075
2015-11-21 14:51:40,-10.942583,-37.04575,38075
2015-11-21 14:51:46,-10.942582,-37.04575,38075
2015-11-21 14:51:52,-10.942582,-37.04575,38075
2015-11-21 14:51:57,-10.942583,-37.04575,38075
2015-11-21 14:52:02,-10.942583,-37.04575,38075
2015-11-21 14:52:10,-10.942583,-37.045753,38075
2015-11-21 14:52:15,-10.942582,-37.04575,38075
2015-11-21 14:52:20,-10.942583,-37.04575,38075
2015-11-21 14:52:26,-10.942582,-37.045746,38075
2015-11-21 14:52:34,-10.942581,-37.045746,38075
2015-11-21 14:52:41,-10.942581,-37.045746,38075
2015-11-21 14:52:46,-10.942582,-37.045746,38075
2015-11-21 14:52:54,-10.942582,-37.045746,38075
2015-11-21 14:53:00,-10.942582,-37.04575,38075
2015-11-21 14:53:06,-10.942582,-37.045746,38075
2015-11-21 14:53:17,-10.942582,-37.045746,38075
2015-11-21 14:53:23,-10.942582,-37.045746,38075
2015-11-21 14:53:32,-10.942582,-37.045746,38075
2015-11-21 14:53:41,-10.942582,-37.045746,38075
2015-11-21 14:53:46,-10.942581,-37.045746,38075
2015-11-21 14:53:52,-10.942581,-37.045746,38075
2015-11-21 14:53:58,-10.942581,-37.045746,38075
2015-11-21 14:54:09,-10.942581,-37.045746,38075
2015-11-21 14:54:15,-10.942581,-37.045746,38075
2015-11-21 14:54:24,-10.942581,-37.045746,38075
2015-11-21 14:54:30,-10.942581,-37.045746,38075
2015-11-21 14:54:35,-10.942581,-37.045746,38075
2015-11-21 14:54:45,-10.942581,-37.045746,38075
2015-11-21 14:54:50,-10.942581,-37.045746,38075
2015-11-21 14:54:55,-10.942581,-37.045746,38075
2015-11-21 14:55:01,-10.942581,-37.045746,38075
2015-11-21 14:55:07,-10.942581,-37.045746,38075
2015-11-21 16:59:44,-10.942583,-37.045753,38076
2015-11-21 16:59:51,-10.942583,-37.04575,38076
2015-11-21 16:59:56,-10.942583,-37.045746,38076
2015-11-21 17:00:03,-10.942582,-37.045746,38076
2015-11-21 17:00:08,-10.942583,-37.04575,38076
2015-11-21 17:00:14,-10.942583,-37.04575,38076
2015-11-21 17:00:22,-10.942583,-37.04575,38076
2015-11-21 17:00:29,-10.942583,-37.045746,38076
2015-11-21 17:00:37,-10.942583,-37.04575,38076
2015-11-21 17:00:43,-10.942583,-37.045746,38076
2015-11-21 17:00:49,-10.942583,-37.045746,38076
2015-11-21 17:00:58,-10.942582,-37.04575,38076
2015-11-21 17:01:05,-10.942583,-37.045746,38076
2015-11-21 17:01:15,-10.942581,-37.045746,38076
2015-11-21 17:01:29,-10.942581,-37.045746,38076
2015-11-21 17:01:39,-10.942583,-37.045746,38076
2015-11-21 17:01:45,-10.942583,-37.045746,38076
2015-11-21 17:01:52,-10.942582,-37.04575,38076
